,gender,relevent_experience,enrolled_university,education_level,major_discipline,company_type,last_new_job,training_hours,target,city_id,city_dev_perc,experience_lvl,company_class
157,1,1,Full time course,Graduate,STEM,Pvt Ltd,3,141,1.0,89,92.5,senior_lvl,large_company
158,1,0,no_enrollment,High School,,Pvt Ltd,0,28,0.0,114,92.6,mid_lvl,unknown
159,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,6,0.0,103,92.0,senior_lvl,very_large_company
160,1,1,no_enrollment,Graduate,No Major,Pvt Ltd,1,125,0.0,103,92.0,expert_lvl,large_company
161,0,1,no_enrollment,Graduate,STEM,,0,326,0.0,75,93.9,expert_lvl,unknown
162,1,1,no_enrollment,Graduate,Other,Pvt Ltd,2,33,0.0,103,92.0,expert_lvl,mid_size_company
163,0,0,no_enrollment,Masters,STEM,Pvt Ltd,>4,40,0.0,102,80.4,mid_lvl,very_large_company
164,0,1,no_enrollment,Graduate,STEM,,1,198,1.0,160,92.0,expert_lvl,unknown
165,2,1,no_enrollment,Masters,STEM,Pvt Ltd,>4,55,0.0,103,92.0,expert_lvl,very_large_company
166,1,0,no_enrollment,Graduate,STEM,Pvt Ltd,>4,32,0.0,150,69.8,expert_lvl,mid_size_company
167,1,1,no_enrollment,Graduate,Arts,Pvt Ltd,>4,11,0.0,103,92.0,expert_lvl,mid_size_company
168,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,41,0.0,73,75.4,expert_lvl,small_company
169,1,1,no_enrollment,Masters,STEM,Public Sector,>4,87,1.0,103,92.0,expert_lvl,very_large_company
170,1,1,no_enrollment,Masters,STEM,Pvt Ltd,4,114,0.0,67,85.5,senior_lvl,mid_size_company
171,0,1,,,,,>4,33,0.0,70,69.8,expert_lvl,unknown
172,1,1,Part time course,Masters,STEM,Early Stage Startup,1,15,0.0,90,69.8,mid_lvl,small_company
173,0,0,Full time course,High School,,,1,8,0.0,16,91.0,mid_lvl,unknown
174,2,1,Part time course,High School,,NGO,1,22,0.0,173,87.8,mid_lvl,mid_size_company
175,1,1,no_enrollment,Masters,STEM,Pvt Ltd,4,13,0.0,103,92.0,expert_lvl,large_company
176,1,1,no_enrollment,Graduate,STEM,Public Sector,1,246,0.0,98,94.9,expert_lvl,small_company
177,1,1,no_enrollment,Masters,STEM,Pvt Ltd,1,22,0.0,103,92.0,mid_lvl,small_company
178,1,1,no_enrollment,Masters,STEM,Funded Startup,1,81,0.0,103,92.0,expert_lvl,small_company
179,0,1,Full time course,Graduate,STEM,Funded Startup,1,11,0.0,175,77.6,mid_lvl,small_company
180,1,0,Full time course,Graduate,STEM,,,24,1.0,94,69.8,mid_lvl,large_company
181,1,1,no_enrollment,Graduate,STEM,Funded Startup,1,50,0.0,103,92.0,expert_lvl,mid_size_company
182,1,0,Full time course,High School,,,0,15,0.0,104,92.4,mid_lvl,unknown
183,1,1,no_enrollment,Masters,STEM,Pvt Ltd,>4,31,0.0,28,93.9,expert_lvl,small_company
184,1,1,no_enrollment,Masters,STEM,Pvt Ltd,0,84,0.0,114,92.6,expert_lvl,small_company
185,1,1,Part time course,Graduate,STEM,Pvt Ltd,1,42,0.0,136,89.7,mid_lvl,very_large_company
186,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,105,1.0,21,62.4,senior_lvl,small_company
187,2,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,72,0.0,103,92.0,expert_lvl,small_company
188,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,42,1.0,115,78.9,senior_lvl,small_company
189,1,1,no_enrollment,Graduate,STEM,Early Stage Startup,1,152,0.0,94,69.8,expert_lvl,small_company
190,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,60,0.0,103,92.0,senior_lvl,very_large_company
191,1,0,Full time course,Masters,STEM,,0,8,0.0,21,62.4,mid_lvl,unknown
192,1,0,Full time course,Masters,STEM,,3,17,1.0,16,91.0,senior_lvl,unknown
193,1,0,no_enrollment,High School,,,1,33,0.0,83,92.3,entry_lvl,unknown
194,1,1,no_enrollment,Masters,STEM,Funded Startup,0,38,0.0,16,91.0,mid_lvl,mid_size_company
195,1,1,no_enrollment,Graduate,Humanities,Early Stage Startup,2,178,0.0,103,92.0,senior_lvl,small_company
196,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,11,0.0,160,92.0,expert_lvl,small_company
197,1,1,no_enrollment,High School,,,0,87,0.0,36,89.3,expert_lvl,unknown
198,1,1,no_enrollment,Graduate,STEM,,0,84,0.0,65,80.2,senior_lvl,unknown
199,1,1,no_enrollment,Graduate,STEM,Early Stage Startup,2,32,0.0,71,88.4,expert_lvl,mid_size_company
200,0,1,no_enrollment,Masters,STEM,Pvt Ltd,1,31,1.0,100,88.7,mid_lvl,mid_size_company
201,1,0,no_enrollment,Graduate,STEM,Public Sector,1,39,0.0,21,62.4,mid_lvl,mid_size_company
202,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,12,0.0,59,77.5,mid_lvl,small_company
203,0,1,Full time course,Graduate,STEM,Pvt Ltd,1,50,0.0,21,62.4,mid_lvl,very_large_company
204,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,55,1.0,165,90.3,mid_lvl,mid_size_company
205,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,,7,1.0,11,55.00000000000001,mid_lvl,small_company
206,1,1,no_enrollment,Masters,Humanities,Early Stage Startup,1,104,0.0,103,92.0,mid_lvl,small_company
207,0,1,Full time course,Graduate,Business Degree,,>4,90,1.0,160,92.0,expert_lvl,unknown
208,1,1,no_enrollment,Masters,Other,Pvt Ltd,>4,8,0.0,103,92.0,expert_lvl,mid_size_company
209,1,0,Full time course,Graduate,STEM,,0,102,0.0,21,62.4,mid_lvl,unknown
210,0,1,no_enrollment,Masters,STEM,Pvt Ltd,1,202,1.0,21,62.4,entry_lvl,small_company
211,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,22,0.0,145,55.50000000000001,mid_lvl,mid_size_company
212,1,0,Full time course,Graduate,STEM,Pvt Ltd,0,42,0.0,21,62.4,mid_lvl,unknown
213,0,0,no_enrollment,Primary School,,Pvt Ltd,0,50,0.0,160,92.0,mid_lvl,unknown
214,1,1,no_enrollment,Masters,STEM,Funded Startup,1,88,0.0,21,62.4,mid_lvl,small_company
215,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,4,81,0.0,73,75.4,mid_lvl,large_company
216,1,1,no_enrollment,Masters,STEM,Pvt Ltd,1,7,0.0,103,92.0,expert_lvl,very_large_company
217,1,0,no_enrollment,,,Pvt Ltd,0,218,0.0,21,62.4,mid_lvl,unknown
218,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,62,0.0,16,91.0,expert_lvl,very_large_company
219,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,83,0.0,103,92.0,mid_lvl,small_company
220,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,11,0.0,28,93.9,mid_lvl,large_company
221,1,0,Part time course,Phd,STEM,,>4,10,0.0,114,92.6,expert_lvl,small_company
222,1,1,no_enrollment,Masters,STEM,Pvt Ltd,1,114,0.0,28,93.9,senior_lvl,large_company
223,0,1,no_enrollment,Masters,STEM,Pvt Ltd,1,36,0.0,21,62.4,mid_lvl,small_company
224,0,0,,Masters,STEM,Pvt Ltd,1,17,0.0,102,80.4,mid_lvl,small_company
225,1,0,Full time course,Graduate,STEM,,0,80,1.0,16,91.0,mid_lvl,unknown
226,1,1,Part time course,Graduate,STEM,Public Sector,>4,108,0.0,160,92.0,expert_lvl,small_company
227,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,45,0.0,103,92.0,mid_lvl,mid_size_company
228,1,0,Full time course,Graduate,STEM,,0,77,0.0,103,92.0,mid_lvl,unknown
229,1,1,no_enrollment,Masters,STEM,Pvt Ltd,2,8,0.0,114,92.6,expert_lvl,mid_size_company
230,0,0,no_enrollment,Graduate,STEM,,1,28,0.0,173,87.8,mid_lvl,unknown
231,2,1,no_enrollment,Graduate,STEM,Funded Startup,>4,37,0.0,142,72.7,mid_lvl,mid_size_company
232,0,0,Full time course,Graduate,STEM,,2,108,1.0,16,91.0,mid_lvl,unknown
233,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,162,0.0,103,92.0,senior_lvl,mid_size_company
234,0,1,Full time course,High School,,,>4,41,0.0,73,75.4,mid_lvl,unknown
235,1,1,no_enrollment,Masters,STEM,Pvt Ltd,4,4,0.0,165,90.3,expert_lvl,mid_size_company
236,2,0,no_enrollment,Phd,STEM,Public Sector,1,41,0.0,71,88.4,mid_lvl,large_company
237,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,12,0.0,165,90.3,expert_lvl,very_large_company
238,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,190,0.0,103,92.0,expert_lvl,small_company
239,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,29,1.0,21,62.4,mid_lvl,small_company
240,1,1,no_enrollment,Graduate,STEM,Public Sector,1,11,0.0,103,92.0,mid_lvl,mid_size_company
241,1,0,Full time course,High School,,Pvt Ltd,1,30,0.0,103,92.0,mid_lvl,very_large_company
242,1,1,no_enrollment,Masters,STEM,,>4,39,0.0,103,92.0,senior_lvl,mid_size_company
243,1,1,Full time course,High School,,,1,16,0.0,102,80.4,mid_lvl,unknown
244,1,0,no_enrollment,Graduate,STEM,Pvt Ltd,>4,5,0.0,114,92.6,expert_lvl,small_company
245,1,0,Full time course,High School,,,0,39,0.0,26,69.8,mid_lvl,unknown
246,1,1,no_enrollment,Masters,STEM,Pvt Ltd,>4,29,0.0,114,92.6,senior_lvl,small_company
247,0,1,Full time course,Masters,STEM,NGO,2,210,0.0,21,62.4,mid_lvl,small_company
248,0,0,Part time course,High School,,Funded Startup,1,54,0.0,103,92.0,mid_lvl,small_company
249,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,3,44,0.0,160,92.0,mid_lvl,small_company
250,1,1,no_enrollment,Graduate,STEM,,>4,47,0.0,16,91.0,expert_lvl,unknown
251,1,1,no_enrollment,Graduate,STEM,NGO,>4,74,0.0,103,92.0,expert_lvl,large_company
252,1,1,no_enrollment,Masters,STEM,Pvt Ltd,1,8,1.0,21,62.4,mid_lvl,small_company
253,0,0,Full time course,Graduate,STEM,,0,20,1.0,21,62.4,mid_lvl,unknown
254,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,162,0.0,103,92.0,mid_lvl,mid_size_company
255,0,0,no_enrollment,Graduate,Business Degree,Pvt Ltd,1,110,0.0,36,89.3,mid_lvl,small_company
256,0,1,Part time course,High School,,Pvt Ltd,1,262,0.0,46,76.2,mid_lvl,small_company
257,1,1,no_enrollment,Masters,STEM,,1,6,0.0,138,83.6,senior_lvl,unknown
258,1,1,Part time course,Graduate,STEM,Pvt Ltd,1,19,1.0,64,66.6,mid_lvl,small_company
259,0,0,no_enrollment,Graduate,STEM,Pvt Ltd,>4,23,1.0,64,66.6,expert_lvl,small_company
260,1,0,,Graduate,STEM,,1,107,1.0,21,62.4,entry_lvl,unknown
261,1,1,no_enrollment,Masters,STEM,,>4,134,0.0,136,89.7,expert_lvl,very_large_company
262,1,1,no_enrollment,Masters,STEM,Early Stage Startup,1,40,0.0,114,92.6,senior_lvl,small_company
